"iso_a3","country","year","region","income_group","gdp_pc","life_expect","population"
"ALB","Albania",2002,"Europe & Central Asia","Upper middle income",4918.19864281042,75.1579512195122,3051427
"ALB","Albania",2003,"Europe & Central Asia","Upper middle income",5333.20658706949,75.5293658536585,3033659
"ALB","Albania",2004,"Europe & Central Asia","Upper middle income",5839.76684726872,75.839,3014579
"ALB","Albania",2005,"Europe & Central Asia","Upper middle income",6405.59076853735,76.0893902439024,2992724
"ALB","Albania",2006,"Europe & Central Asia","Upper middle income",7240.41750314635,76.2905365853659,2968028
"ALB","Albania",2007,"Europe & Central Asia","Upper middle income",7735.05739105676,76.4648536585366,2940880
"ALB","Albania",2008,"Europe & Central Asia","Upper middle income",8873.75784565758,76.6323170731707,2912559
"ALB","Albania",2009,"Europe & Central Asia","Upper middle income",9485.11288293303,76.8018780487805,2884303
"ALB","Albania",2010,"Europe & Central Asia","Upper middle income",9480.88620452356,76.978512195122,2856673
"ALB","Albania",2011,"Europe & Central Asia","Upper middle income",9897.17995780064,77.1632195121951,2829337
"ALB","Albania",2012,"Europe & Central Asia","Upper middle income",10007.6485941057,77.3504634146341,2801681
"ALB","Albania",2013,"Europe & Central Asia","Upper middle income",10374.015637354,,2773620
"AND","Andorra",1990,"Europe & Central Asia","High income",,,54511
"AND","Andorra",1991,"Europe & Central Asia","High income",,,56674
"AND","Andorra",1992,"Europe & Central Asia","High income",,,58904
"AND","Andorra",1993,"Europe & Central Asia","High income",,,61003
"AND","Andorra",1994,"Europe & Central Asia","High income",,,62707
"AND","Andorra",1995,"Europe & Central Asia","High income",,,63854
"AND","Andorra",1996,"Europe & Central Asia","High income",,,64274
"AND","Andorra",1997,"Europe & Central Asia","High income",,,64090
"AND","Andorra",1998,"Europe & Central Asia","High income",,,63799
"AND","Andorra",1999,"Europe & Central Asia","High income",,,64084
"AND","Andorra",2000,"Europe & Central Asia","High income",,,65399
"AND","Andorra",2001,"Europe & Central Asia","High income",,,68000
"AND","Andorra",2002,"Europe & Central Asia","High income",,,71639
"AND","Andorra",2003,"Europe & Central Asia","High income",,,75643
"AND","Andorra",2004,"Europe & Central Asia","High income",,,79060
"AND","Andorra",2005,"Europe & Central Asia","High income",,,81223
"AND","Andorra",2006,"Europe & Central Asia","High income",,,81877
"AND","Andorra",2007,"Europe & Central Asia","High income",,,81292
"AND","Andorra",2008,"Europe & Central Asia","High income",,,79969
"AND","Andorra",2009,"Europe & Central Asia","High income",,,78659
"AND","Andorra",2010,"Europe & Central Asia","High income",,,77907
"AND","Andorra",2011,"Europe & Central Asia","High income",,,77865
"AND","Andorra",2012,"Europe & Central Asia","High income",,,78360
"AND","Andorra",2013,"Europe & Central Asia","High income",,,79218
"ARE","United Arab Emirates",1990,"Middle East & North Africa","High income",74292.1179328229,71.7206341463415,1806498
"ARE","United Arab Emirates",1991,"Middle East & North Africa","High income",73296.879318739,72.013756097561,1908002
"ARE","United Arab Emirates",1992,"Middle East & North Africa","High income",73435.9185668332,72.2993414634146,2012977
"ARE","United Arab Emirates",1993,"Middle East & North Africa","High income",72251.5741953732,72.5779024390244,2121143
"ARE","United Arab Emirates",1994,"Middle East & North Africa","High income",74951.8199775883,72.8519268292683,2232159
"ARE","United Arab Emirates",1995,"Middle East & North Africa","High income",77662.7205149382,73.1219024390244,2346305
"ARE","United Arab Emirates",1996,"Middle East & North Africa","High income",79447.5256877047,73.3878292682927,2470810
"ARE","United Arab Emirates",1997,"Middle East & North Africa","High income",82802.8460677315,73.6497317073171,2608993
"ARE","United Arab Emirates",1998,"Middle East & North Africa","High income",79539.8914540398,73.9055853658537,2753498
"ARE","United Arab Emirates",1999,"Middle East & North Africa","High income",78999.050519938,74.1579024390244,2893648
"ARE","United Arab Emirates",2000,"Middle East & North Africa","High income",85641.1689503228,74.4056829268293,3026352
"ARE","United Arab Emirates",2001,"Middle East & North Africa","High income",85818.2710064805,74.6494634146342,3132104
"ARE","United Arab Emirates",2002,"Middle East & North Africa","High income",86712.0422857497,74.8892195121951,3223969
"ARE","United Arab Emirates",2003,"Middle East & North Africa","High income",92074.3592085433,75.1244878048781,3369254
"ARE","United Arab Emirates",2004,"Middle East & North Africa","High income",95455.1202400456,75.3557317073171,3658658
"ARE","United Arab Emirates",2005,"Middle East & North Africa","High income",91102.6829095127,75.5819512195122,4148883
"ARE","United Arab Emirates",2006,"Middle East & North Africa","High income",87766.147264222,75.8001219512195,4875639
"ARE","United Arab Emirates",2007,"Middle East & North Africa","High income",78193.619487205,76.0112195121951,5797347
"ARE","United Arab Emirates",2008,"Middle East & North Africa","High income",70133.1529753682,76.214756097561,6798635
"ARE","United Arab Emirates",2009,"Middle East & North Africa","High income",59291.1038381634,76.4107073170732,7718319
"ARE","United Arab Emirates",2010,"Middle East & North Africa","High income",55764.8732505196,76.5986097560976,8441537
"ARE","United Arab Emirates",2011,"Middle East & North Africa","High income",56376.7699227134,76.781,8925096
"ARE","United Arab Emirates",2012,"Middle East & North Africa","High income",59845.2568174939,76.9578780487805,9205651
"ARE","United Arab Emirates",2013,"Middle East & North Africa","High income",,,9346129
"ARG","Argentina",1990,"Latin America & Caribbean","Upper middle income",,71.5436585365854,32624874
"ARG","Argentina",1991,"Latin America & Caribbean","Upper middle income",,71.7632926829268,33075194
"ARG","Argentina",1992,"Latin America & Caribbean","Upper middle income",,71.9889512195122,33520803
"ARG","Argentina",1993,"Latin America & Caribbean","Upper middle income",,72.2156585365854,33961947
"ARG","Argentina",1994,"Latin America & Caribbean","Upper middle income",,72.4413902439024,34399343
"ARG","Argentina",1995,"Latin America & Caribbean","Upper middle income",,72.6646097560976,34833168
"ARG","Argentina",1996,"Latin America & Caribbean","Upper middle income",,72.8853170731707,35264070
"ARG","Argentina",1997,"Latin America & Caribbean","Upper middle income",,73.1039756097561,35690778
"ARG","Argentina",1998,"Latin America & Caribbean","Upper middle income",,73.3200731707317,36109342
"ARG","Argentina",1999,"Latin America & Caribbean","Upper middle income",,73.5341219512195,36514558
"ARG","Argentina",2000,"Latin America & Caribbean","Upper middle income",,73.7456585365854,36903067
"ARG","Argentina",2001,"Latin America & Caribbean","Upper middle income",,73.9536829268293,37273361
"ARG","Argentina",2002,"Latin America & Caribbean","Upper middle income",,74.1587804878049,37627545
"ARG","Argentina",2003,"Latin America & Caribbean","Upper middle income",,74.3599512195122,37970411
"ARG","Argentina",2004,"Latin America & Caribbean","Upper middle income",,74.5577317073171,38308779
"ARG","Argentina",2005,"Latin America & Caribbean","Upper middle income",,74.7516585365854,38647854
"ARG","Argentina",2006,"Latin America & Caribbean","Upper middle income",,74.9412195121951,38988923
"ARG","Argentina",2007,"Latin America & Caribbean","Upper middle income",,75.1269024390244,39331357
"ARG","Argentina",2008,"Latin America & Caribbean","Upper middle income",,75.3081951219512,39676083
"ARG","Argentina",2009,"Latin America & Caribbean","Upper middle income",,75.4870975609756,40023641
"ARG","Argentina",2010,"Latin America & Caribbean","Upper middle income",,75.6635609756098,40374224
"ARG","Argentina",2011,"Latin America & Caribbean","Upper middle income",,75.8386097560976,40728738
"ARG","Argentina",2012,"Latin America & Caribbean","Upper middle income",,76.0126829268293,41086927
"ARG","Argentina",2013,"Latin America & Caribbean","Upper middle income",,,41446246
"ARM","Armenia",1990,"Europe & Central Asia","Lower middle income",2416.75880360594,67.7478048780488,3544695
"ARM","Armenia",1991,"Europe & Central Asia","Lower middle income",2225.32802303042,67.7382926829268,3511912
"ARM","Armenia",1992,"Europe & Central Asia","Lower middle income",1348.64811796835,67.8533414634147,3449497
"ARM","Armenia",1993,"Europe & Central Asia","Lower middle income",1289.10530299811,68.0695609756098,3369673
"ARM","Armenia",1994,"Europe & Central Asia","Lower middle income",1421.20390339313,68.3766585365854,3289943
"ARM","Armenia",1995,"Europe & Central Asia","Lower middle income",1583.11874832464,68.7635609756098,3223173
"ARM","Armenia",1996,"Europe & Central Asia","Lower middle income",1733.27095612295,69.2168536585366,3173425
"ARM","Armenia",1997,"Europe & Central Asia","Lower middle income",1842.4197956479,69.7164146341464,3137652
"ARM","Armenia",1998,"Europe & Central Asia","Lower middle income",2014.21181618526,70.2402195121951,3112958
"ARM","Armenia",1999,"Europe & Central Asia","Lower middle income",2123.52204635736,70.7670975609756,3093820
"ARM","Armenia",2000,"Europe & Central Asia","Lower middle income",2313.32032023682,71.2765365853658,3076098
"ARM","Armenia",2001,"Europe & Central Asia","Lower middle income",2605.78615827305,71.7556585365854,3059960
"ARM","Armenia",2002,"Europe & Central Asia","Lower middle income",3007.37895853632,72.202243902439,3047002
"ARM","Armenia",2003,"Europe & Central Asia","Lower middle income",3510.63694625266,72.6109756097561,3036032
"ARM","Armenia",2004,"Europe & Central Asia","Lower middle income",3998.34446309027,72.9749268292683,3025652
"ARM","Armenia",2005,"Europe & Central Asia","Lower middle income",4715.94103044422,73.2885609756098,3014917
"ARM","Armenia",2006,"Europe & Central Asia","Lower middle income",5524.41541067862,73.5498292682927,3002911
"ARM","Armenia",2007,"Europe & Central Asia","Lower middle income",6479.64380521236,73.7646341463415,2989882
"ARM","Armenia",2008,"Europe & Central Asia","Lower middle income",7089.76750004565,73.9438780487805,2977488
"ARM","Armenia",2009,"Europe & Central Asia","Lower middle income",6153.82967152114,74.0930487804878,2968154
"ARM","Armenia",2010,"Europe & Central Asia","Lower middle income",6376.32621880003,74.2196585365854,2963496
"ARM","Armenia",2011,"Europe & Central Asia","Lower middle income",6812.35195593287,74.3321951219512,2964120
"ARM","Armenia",2012,"Europe & Central Asia","Lower middle income",7421.82329489282,74.4372195121951,2969081
"ARM","Armenia",2013,"Europe & Central Asia","Lower middle income",7776.2860430691,,2976566
"ASM","American Samoa",1990,"East Asia & Pacific","Upper middle income",,,47044
"ASM","American Samoa",1991,"East Asia & Pacific","Upper middle income",,,48379
"ASM","American Samoa",1992,"East Asia & Pacific","Upper middle income",,,49597
"ASM","American Samoa",1993,"East Asia & Pacific","Upper middle income",,,50725
"ASM","American Samoa",1994,"East Asia & Pacific","Upper middle income",,,51807
"ASM","American Samoa",1995,"East Asia & Pacific","Upper middle income",,,52874
"ASM","American Samoa",1996,"East Asia & Pacific","Upper middle income",,,53926
"ASM","American Samoa",1997,"East Asia & Pacific","Upper middle income",,,54942
"ASM","American Samoa",1998,"East Asia & Pacific","Upper middle income",,,55899
"ASM","American Samoa",1999,"East Asia & Pacific","Upper middle income",,,56768
"ASM","American Samoa",2000,"East Asia & Pacific","Upper middle income",,,57522
"ASM","American Samoa",2001,"East Asia & Pacific","Upper middle income",,,58176
"ASM","American Samoa",2002,"East Asia & Pacific","Upper middle income",,,58729
"ASM","American Samoa",2003,"East Asia & Pacific","Upper middle income",,,59117
"ASM","American Samoa",2004,"East Asia & Pacific","Upper middle income",,,59262
"ASM","American Samoa",2005,"East Asia & Pacific","Upper middle income",,,59117
"ASM","American Samoa",2006,"East Asia & Pacific","Upper middle income",,,58652
"ASM","American Samoa",2007,"East Asia & Pacific","Upper middle income",,,57919
"ASM","American Samoa",2008,"East Asia & Pacific","Upper middle income",,,57053
"ASM","American Samoa",2009,"East Asia & Pacific","Upper middle income",,,56245
"ASM","American Samoa",2010,"East Asia & Pacific","Upper middle income",,,55636
"ASM","American Samoa",2011,"East Asia & Pacific","Upper middle income",,,55274
"ASM","American Samoa",2012,"East Asia & Pacific","Upper middle income",,,55128
"ASM","American Samoa",2013,"East Asia & Pacific","Upper middle income",,,55165
"ATG","Antigua and Barbuda",1990,"Latin America & Caribbean","High income",11097.8265433074,71.1629512195122,61906
"ATG","Antigua and Barbuda",1991,"Latin America & Caribbean","High income",11604.3982892637,71.4005853658537,62412
"ATG","Antigua and Barbuda",1992,"Latin America & Caribbean","High income",11776.8874191871,71.6347073170732,63434
"ATG","Antigua and Barbuda",1993,"Latin America & Caribbean","High income",12426.499970659,71.8658536585366,64868
"ATG","Antigua and Barbuda",1994,"Latin America & Caribbean","High income",13152.4107235358,72.093,66550
"ATG","Antigua and Barbuda",1995,"Latin America & Caribbean","High income",12527.5598805977,72.3176829268293,68349
"ATG","Antigua and Barbuda",1996,"Latin America & Caribbean","High income",13248.0571346004,72.5388536585366,70245
"ATG","Antigua and Barbuda",1997,"Latin America & Caribbean","High income",13745.6273859105,72.7575609756098,72232
"ATG","Antigua and Barbuda",1998,"Latin America & Caribbean","High income",14121.2427549376,72.9737804878049,74206
"ATG","Antigua and Barbuda",1999,"Latin America & Caribbean","High income",14553.8558206109,73.1860243902439,76041
"ATG","Antigua and Barbuda",2000,"Latin America & Caribbean","High income",15312.4895463018,73.3972926829268,77648
"ATG","Antigua and Barbuda",2001,"Latin America & Caribbean","High income",14906.7855787062,73.6060731707317,78972
"ATG","Antigua and Barbuda",2002,"Latin America & Caribbean","High income",15372.1477521814,73.8133902439024,80030
"ATG","Antigua and Barbuda",2003,"Latin America & Caribbean","High income",16426.3231713619,74.0192195121951,80904
"ATG","Antigua and Barbuda",2004,"Latin America & Caribbean","High income",17592.8433712148,74.2220487804878,81718
"ATG","Antigua and Barbuda",2005,"Latin America & Caribbean","High income",19065.8463761301,74.4218536585366,82565
"ATG","Antigua and Barbuda",2006,"Latin America & Caribbean","High income",22039.7279330081,74.6160975609756,83467
"ATG","Antigua and Barbuda",2007,"Latin America & Caribbean","High income",24503.7182865403,74.8047804878049,84397
"ATG","Antigua and Barbuda",2008,"Latin America & Caribbean","High income",24715.4436835715,74.9868780487805,85349
"ATG","Antigua and Barbuda",2009,"Latin America & Caribbean","High income",21670.5772295669,75.1624146341464,86300
"ATG","Antigua and Barbuda",2010,"Latin America & Caribbean","High income",20151.4931709097,75.3339024390244,87233
"ATG","Antigua and Barbuda",2011,"Latin America & Caribbean","High income",19987.9241389288,75.5003658536586,88152
"ATG","Antigua and Barbuda",2012,"Latin America & Caribbean","High income",20947.5499204627,75.6653170731707,89069
"ATG","Antigua and Barbuda",2013,"Latin America & Caribbean","High income",21027.8266399337,,89985
"AUS","Australia",1990,"East Asia & Pacific","High income",17392.5973181894,76.9946341463415,17065100
"AUS","Australia",1991,"East Asia & Pacific","High income",17808.052634209,77.2756097560976,17284000
"AUS","Australia",1992,"East Asia & Pacific","High income",18261.6717362103,77.3780487804878,17495000
"AUS","Australia",1993,"East Asia & Pacific","High income",19229.278717405,77.8780487804878,17667000
"AUS","Australia",1994,"East Asia & Pacific","High income",20085.1423253725,77.8780487804878,17855000
"AUS","Australia",1995,"East Asia & Pacific","High income",21034.6611280523,77.8292682926829,18072000
"AUS","Australia",1996,"East Asia & Pacific","High income",22067.857274016,78.0780487804878,18311000
"AUS","Australia",1997,"East Asia & Pacific","High income",22897.5834073863,78.4804878048781,18517000
"AUS","Australia",1998,"East Asia & Pacific","High income",24285.1834409445,78.6317073170732,18711000
"AUS","Australia",1999,"East Asia & Pacific","High income",25269.8234773227,78.9317073170732,18926000
"AUS","Australia",2000,"East Asia & Pacific","High income",26325.4537490161,79.2341463414634,19153000
"AUS","Australia",2001,"East Asia & Pacific","High income",27434.1934338223,79.6341463414634,19413000
"AUS","Australia",2002,"East Asia & Pacific","High income",28689.2690799868,79.9365853658537,19651400
"AUS","Australia",2003,"East Asia & Pacific","High income",29781.4725704306,80.2390243902439,19895400
"AUS","Australia",2004,"East Asia & Pacific","High income",31312.443494245,80.490243902439,20127400
"AUS","Australia",2005,"East Asia & Pacific","High income",32571.8251177535,80.8414634146341,20394800
"AUS","Australia",2006,"East Asia & Pacific","High income",34272.7602198918,81.0414634146342,20697900
"AUS","Australia",2007,"East Asia & Pacific","High income",36577.6792688464,81.2926829268293,20827600
"AUS","Australia",2008,"East Asia & Pacific","High income",37494.6006496209,81.3951219512195,21249200
"AUS","Australia",2009,"East Asia & Pacific","High income",40208.9268857033,81.5439024390244,21691700
"AUS","Australia",2010,"East Asia & Pacific","High income",39048.1534352497,81.6951219512195,22031800
"AUS","Australia",2011,"East Asia & Pacific","High income",41705.9974471296,81.8951219512195,22340000
"AUS","Australia",2012,"East Asia & Pacific","High income",42872.0457110093,82.0951219512195,22723900
"AUS","Australia",2013,"East Asia & Pacific","High income",43543.8120396093,,23130900
"AUT","Austria",1990,"Europe & Central Asia","High income",19476.1338232682,75.53,7677850
"AUT","Austria",1991,"Europe & Central Asia","High income",20609.7250627699,75.5678048780488,7754891
"AUT","Austria",1992,"Europe & Central Asia","High income",21285.4719916436,75.8553658536585,7840709
"AUT","Austria",1993,"Europe & Central Asia","High income",21726.9175878689,76.1063414634146,7905633
"AUT","Austria",1994,"Europe & Central Asia","High income",22635.1708558834,76.4570731707317,7936118
"AUT","Austria",1995,"Europe & Central Asia","High income",23687.5438777121,76.7156097560976,7948278
"AUT","Austria",1996,"Europe & Central Asia","High income",24586.2175246252,76.9836585365854,7959017
"AUT","Austria",1997,"Europe & Central Asia","High income",25563.1119015078,77.3875609756098,7968041
"AUT","Austria",1998,"Europe & Central Asia","High income",26759.154622353,77.5731707317073,7976789
"AUT","Austria",1999,"Europe & Central Asia","High income",27752.7259197973,77.7756097560976,7992324
"AUT","Austria",2000,"Europe & Central Asia","High income",29594.2819265836,78.0268292682927,8011566
"AUT","Austria",2001,"Europe & Central Asia","High income",29860.4935481268,78.5268292682927,8042293
"AUT","Austria",2002,"Europe & Central Asia","High income",31261.5354697338,78.6780487804878,8081957
"AUT","Austria",2003,"Europe & Central Asia","High income",32161.0292702368,78.6317073170732,8121423
"AUT","Austria",2004,"Europe & Central Asia","High income",33781.6592741547,79.1804878048781,8171966
"AUT","Austria",2005,"Europe & Central Asia","High income",34691.1942459742,79.3317073170732,8227829
"AUT","Austria",2006,"Europe & Central Asia","High income",37667.5059143771,79.8317073170732,8268641
"AUT","Austria",2007,"Europe & Central Asia","High income",39178.0132944389,79.9829268292683,8300788
"AUT","Austria",2008,"Europe & Central Asia","High income",41075.4380341539,80.2341463414634,8336926
"AUT","Austria",2009,"Europe & Central Asia","High income",40679.1969462481,80.0829268292683,8365275
"AUT","Austria",2010,"Europe & Central Asia","High income",41677.5064561641,80.3829268292683,8389771
"AUT","Austria",2011,"Europe & Central Asia","High income",44239.8643210035,80.9829268292683,8406187
"AUT","Austria",2012,"Europe & Central Asia","High income",44692.2188857793,80.9365853658537,8429991
"AUT","Austria",2013,"Europe & Central Asia","High income",45492.8236393356,,8473786
"AZE","Azerbaijan",1990,"Europe & Central Asia","Upper middle income",5507.79848053139,64.7463658536585,7159000
"AZE","Azerbaijan",1991,"Europe & Central Asia","Upper middle income",5563.5279896038,64.4241463414634,7271000
"AZE","Azerbaijan",1992,"Europe & Central Asia","Upper middle income",4338.15570562642,64.207243902439,7382000
"AZE","Azerbaijan",1993,"Europe & Central Asia","Upper middle income",3364.03703594854,64.1540243902439,7495000
"AZE","Azerbaijan",1994,"Europe & Central Asia","Upper middle income",2721.6596471594,64.2815853658537,7597000
"AZE","Azerbaijan",1995,"Europe & Central Asia","Upper middle income",2422.56419435459,64.5758292682927,7685000
"AZE","Azerbaijan",1996,"Europe & Central Asia","Upper middle income",2473.67460205002,64.994,7763000
"AZE","Azerbaijan",1997,"Europe & Central Asia","Upper middle income",2636.62548583817,65.4623902439024,7838250
"AZE","Azerbaijan",1998,"Europe & Central Asia","Upper middle income",2904.05201542063,65.9233658536585,7913000
"AZE","Azerbaijan",1999,"Europe & Central Asia","Upper middle income",3135.9592205208,66.3554878048781,7982750
"AZE","Azerbaijan",2000,"Europe & Central Asia","Upper middle income",3534.31138617121,66.758243902439,8048600
"AZE","Azerbaijan",2001,"Europe & Central Asia","Upper middle income",3942.00897193678,67.1502926829268,8111200
"AZE","Azerbaijan",2002,"Europe & Central Asia","Upper middle income",4393.84416702012,67.5610731707317,8171950
"AZE","Azerbaijan",2003,"Europe & Central Asia","Upper middle income",4945.7269234037,68.0036829268293,8234100
"AZE","Azerbaijan",2004,"Europe & Central Asia","Upper middle income",5551.12293860728,68.4701951219512,8306500
"AZE","Azerbaijan",2005,"Europe & Central Asia","Upper middle income",7168.6909933618,68.9372682926829,8391850
"AZE","Azerbaijan",2006,"Europe & Central Asia","Upper middle income",9829.6337757268,69.3747317073171,8484550
"AZE","Azerbaijan",2007,"Europe & Central Asia","Upper middle income",12477.3202283734,69.756,8581300
