"Country Name","Country Code","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014"
"France","FRA","17163.9175550878","17873.8927263897","18459.5884721557","18691.504954264","19445.8031467362","20184.7368423078","20752.7756147386","21650.0549596422","22700.8705237277","23541.4829359206","25197.536815903","26560.3831539515","27586.729434118","27209.5406684473","28077.1760119029","29452.5257532483","31342.8759313915","32980.039280885","34040.7027479287","33982.1006598618","34764.3465252678","36263.5284696432","36071.9042856093","36907.2703444179",
"Faeroe Islands","FRO",,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.","FSM","1789.73974866675","1936.97498971458","2007.47871244763","2168.56958506882","2158.86141257798","2327.12760579482","2279.24093558826","2174.32790366519","2268.52370598182","2342.02066987054","2513.34877115577","2622.19798641356","2683.14647544191","2791.09238368996","2781.21790179462","2942.84967140178","3043.03123747599","3076.59556434242","3073.92856084077","3142.87472831103","3272.87025998669","3411.99893414236","3487.6836831377","3558.08914749464",
"Gabon","GAB","12402.4626167636","13237.0555987088","12775.277781582","13241.0548275277","13662.4713163528","14265.7737727687","14669.7445456505","15378.6552320821","15684.6602520901","14131.511349967","13837.8793569847","14113.7909749767","13958.582390407","14251.7260165717","14494.6424005111","15050.2530852954","15324.6425561423","16209.3789179108","16292.1642015043","15560.4085352807","16403.6837212635","17488.4512547111","18347.1074564831","19259.6259158549",
"United Kingdom","GBR","16058.7338172103","16327.8442203137","16870.7252106667","17832.2946168629","19065.417366533","20097.5905963304","21321.854846821","22830.1148458132","23651.9879927926","24501.6418659542","26386.3523854345","27872.0142456211","29022.8462684867","30053.217360763","31953.7079172669","33226.34466333","35426.5668787305","36049.7728894901","36345.8086082969","34830.2790272456","34246.953483173","34800.4575435007","34778.3986056212","36196.717981508",
"Georgia","GEO","5205.73914142213","4214.19304564655","2356.64895402258","1692.74188277982","1564.75558862123","1683.10412424162","1954.47010820876","2237.98682776452","2355.53187257569","2476.93235422912","2599.75143432196","2807.37632721673","3026.83599676794","3450.9799995144","3762.46870564896","4213.85640544577","4711.41134415306","5445.3437341925","5686.14721740887","5479.68948617513","5837.36327830674","6322.49929387524","6819.41705212562","7164.58133512128",
"Ghana","GHA","1225.29377258471","1296.20399004874","1339.03979290475","1398.03661091992","1435.91821532186","1487.7612708991","1546.97945791693","1602.21184289834","1657.93626530015","1715.92914997363","1777.24426512802","1844.78435335708","1908.65999362238","1996.04463997199","2110.1184252811","2247.13002671683","2401.14593960411","2556.77427479125","2754.99537854585","2816.15786065619","3005.97191835322","3445.75649149619","3732.1072632911","3974.49529865596",
"Guinea","GIN","730.545259802076","734.128431329294","731.388440367623","742.269081640916","748.523251275249","766.389969086342","789.264425587591","823.834157349928","846.712997804764","876.648329356829","903.75040277637","942.200623347035","989.360418538579","1004.10083252176","1036.06438578284","1078.72172702041","1113.75105748194","1134.68640907494","1182.45761334618","1156.97360757783","1162.61527595301","1200.27704892722","1237.30981045023","1255.22782515398",
"Gambia, The","GMB","975.746526927352","1003.76017514219","1028.63390677581","1054.08729168927","1048.71268704597","1050.47282418714","1063.32705221603","1103.25115785388","1122.10618602216","1176.59348921167","1232.60965914483","1294.14215037494","1232.42796627373","1301.69480159343","1387.03807302118","1374.0051840435","1387.93782387387","1431.05239169647","1495.18554373378","1554.27926971654","1623.60202668019","1534.7721519328","1604.14007658508","1666.37523527145",
"Guinea-Bissau","GNB","968.633591609407","1028.31246853331","1039.38836186083","1061.98854884693","1094.17566269273","1140.13947696177","1266.95480302245","1342.21158007229","954.169047476657","956.373999174267","991.605756025979","1063.85020653405","1077.70244775664","1022.13664140664","1019.64812920914","1080.30278345532","1068.04482147131","1137.78686159711","1171.65803385976","1189.40187090954","1217.55355595988","1277.47030536516","1250.6724608976","1242.4515266245",
"Equatorial Guinea","GNQ","679.917595583259","672.736950897591","896.512188329238","985.188167569652","1135.1150542234","1317.27994183854","2163.11787531046","5325.86019991304","6454.64852841872","7970.99158688335","9339.16788540232","15128.7156784912","17791.5663349238","20055.690026562","27589.4242365142","30335.7122927439","30751.8648809617","34704.1485120539","38612.9703720445","34777.8674186643","33777.231442565","35160.4638495016","35908.0520555097","33720.2207834462",
"Greece","GRC","12675.5372178286","13372.2997675602","13622.139805923","13597.7383266614","14047.4922476061","14529.6282983059","15040.182730268","15893.5296916621","16358.3539054048","16877.2629542993","18267.0909672559","19765.4056743089","21408.9528127612","22521.4538039525","23862.9975186166","24372.6608455882","26841.3570953409","27794.4899707617","29737.7517261903","29726.9566910269","28385.5119309159","27045.5777062775","25475.391310867","25650.9603475335",
"Grenada","GRD","4850.12196501062","5117.56946659967","5178.70302559471","5104.17661523502","5297.03661888075","5495.93760955408","5792.00701439607","6142.56887752738","6603.84229268598","7362.72184053189","7704.91716469385","7698.98220247438","8082.582499609","9014.98846802907","9141.30432579112","10678.8291857473","10550.4450589535","11357.6812448815","11650.5319957189","10923.5267968833","10962.9740718402","11219.0596194888","11166.5991092099","11497.981844052",
"Greenland","GRL",,,,,,,,,,,,,,,,,,,,,,,,,
"Guatemala","GTM","3442.77318629991","3603.00692918003","3774.56847718752","3923.62095540654","4073.13712552539","4264.44580933447","4369.76578550727","4534.1739850386","4703.54776007814","4840.68568186421","5009.27086559124","5118.031986875","5266.06454197235","5371.60133010503","5552.43217163094","5772.1433487807","6116.98363426602","6513.50298937406","6692.60959548399","6614.4912266073","6717.34803125461","6957.27453446083","7107.30599014479","7294.80086328858",
"Guam","GUM",,,,,,,,,,,,,,,,,,,,,,,,,
"Guyana","GUY","2092.63056923019","2297.28811935818","2534.56929101717","2804.12490693578","3100.09664252409","3312.08801614211","3624.86893956422","3899.42850542521","3856.1678803445","4008.26746482058","4024.30716439702","4191.19417091722","4283.29803221792","4307.85691703305","4551.63833642569","4582.12061501467","4935.84388255731","4850.43581631248","5008.2747626588","5178.8182896943","5435.31685680951","5808.25156464683","6159.4939318308","6550.97147465391",
"High income","HIC","16697.5947671825","17304.8959757989","17831.7985818478","18333.8514230246","19110.5160856067","19896.4375866618","20746.5972419622","21736.3468526653","22403.7502753938","23375.6009664728","24906.964388171","25810.6925865999","26670.2456601112","27690.5136789583","29313.7472667526","30998.2412005389","33307.5874558097","35082.4183105814","36278.0294597332","35356.6792312519","36615.3128929024","38150.0802320836","39082.8180746683","40187.4168195694",
"Hong Kong SAR, China","HKG","17477.1436167199","18930.4939126809","20397.3982953902","21800.0917033577","23082.3215688019","23650.1729563131","24017.5764840592","25461.4482697413","24022.2068921426","24738.6085830155","27000.5267928586","27570.1201580664","28331.8184444208","29840.055675588","33066.4275619962","36488.5994077649","39997.603991235","43339.3344815675","44857.0425947146","43995.8579979247","47194.05209169","50086.0370043796","51150.5207296842","53202.9263700728",
"Honduras","HND","2076.05040584494","2154.20024632401","2264.76180871411","2398.77386557622","2357.05638175702","2443.65137925411","2518.42589912169","2630.11541135586","2677.49084590695","2608.90722866267","2763.55943739088","2844.78651558535","2936.61625192186","3068.96009307799","3283.09757431142","3522.38178508313","3792.88782140478","4053.27415630474","4222.66694018427","4069.72167454623","4187.81787186687","4345.20623104739","4499.86328993516","4591.4705354994",
"Heavily indebted poor countries (HIPC)","HPC","923.068800722899","932.115740240591","921.732475235171","927.842456986964","920.798664328267","954.196227135427","994.86822857471","1030.6838206186","1048.85641738247","1067.6872366166","1092.94411205986","1135.74736935911","1160.09834373404","1201.38948750038","1265.0148222271","1348.17372272215","1436.32553466905","1529.55396391125","1600.12928237083","1637.55785508644","1705.90050778177","1769.84922156066","1832.5665535718","1897.50652823106",
"Croatia","HRV",,,,,,"7979.08322119181","9002.43686391666","9593.79377694074","10088.6334139491","9968.63653062962","10934.5177391089","11674.3456871758","12572.5792429322","13424.7411868795","14434.0124405793","15331.9122540032","16831.6579260306","18671.7904296205","20213.0325239563","19337.2807455101","18726.1098830341","20208.5730160616","20444.4049132924","20904.0930552729",
"Haiti","HTI",,,,,,,,,"1325.3496748631","1356.35608431138","1375.68058041096","1369.84845082964","1365.43536799767","1376.54669877626","1344.63663972027","1392.65469225126","1447.83333420391","1515.75451694079","1538.26952632918","1577.13834963259","1488.4662564363","1579.74866781248","1630.83626558444","1702.61296811223",
"Hungary","HUN","8932.15569298309","8132.16573457887","8065.90313823745","8219.64871460974","8653.86797051433","8978.46854905628","9291.32355040929","9932.22402043156","10635.8344414847","11059.3769499385","11895.6985018952","13410.36832095","14669.3703504271","15352.8391934614","16180.3734636586","16974.5598122551","18314.9600180342","18908.0568220214","20431.7423194201","20438.5407561735","21134.8374915488","22413.0738121951","22189.7797462044","22877.512014427",
"Indonesia","IDN","2782.20741260333","3077.08470809753","3317.37487108439","3582.58664393439","3871.59074424558","4217.39992222791","4552.62190192641","4776.5896787976","4133.83093438042","4165.382700909","4405.62293834194","4603.95365761266","4815.34329697961","5073.05741092055","5396.45775297404","5803.0178131775","6220.96251574448","6695.31529238372","7135.56594452324","7420.57829392597","7872.11137577106","8437.73357493113","9009.82266755523","9558.78870913169",
"Isle of Man","IMN",,,,,,,,,,,,,,,,,,,,,,,,,
"India","IND","1173.93857397238","1201.66042748303","1271.48357588205","1337.88890581904","1430.41959647412","1542.34745858579","1658.98024368938","1725.01155579812","1819.80200377284","1975.21895050656","2062.97991808759","2176.05080878791","2256.88873819772","2444.16073229065","2669.02766353667","2966.28192943483","3293.53377159541","3661.69568542001","3827.0852861893","4129.16797666787","4548.7394149176","4883.05831487756","5138.39767380357","5410.29199645222",
"Not classified","INX",,,,,,,,,,,,,,,,,,,,,,,,,
"Ireland","IRL","13119.1442897301","13737.8666238337","14422.1841329602","15087.3752382412","16231.3352092178","18073.436063428","19593.7304664391","21705.8387917119","24014.317557179","25965.0349796444","28897.2626100505","30638.7003479084","33115.7814248691","34707.4523001278","36621.5348071672","38762.0168600731","42257.6166970394","44945.0682322248","42193.8170564331","40263.8916911841","41127.6368541722","42945.909555103","42971.3278791464","43304.2533376186",
"Iran, Islamic Rep.","IRN","5621.78343955897","6413.98247201685","6741.16944409191","6715.10594530101","6756.04822969404","6985.65197485237","7497.73799245922","7745.27345209783","7896.03663006856","8019.51318070477","8485.88292581867","8871.43816333755","9560.39148627172","10320.8955305955","11014.5308662909","11756.0219830728","12682.6056825645","13875.1398488159","14061.4650190072","14551.334056132","15402.3765606946","15969.7019530489","16517.3379209792","15586.3402583748",
"Iraq","IRQ",,,,,,,,,,,"9531.77289264821","9683.74576007465","8892.42160934071","5899.24881448857","9093.33456804923","9546.21197121764","10573.8488742721","10744.9705502188","11405.3641491595","11865.112779773","12505.8541258408","13634.913231565","14763.2494119484","15187.8668979004",
"Iceland","ISL","21293.6062875906","21699.6850505755","21177.9027936371","21744.4457259002","22810.1841989134","23187.0265544016","24166.1897031285","26068.7394659941","27803.0213402407","28611.4205609906","28873.3432446793","30485.438677898","31087.6642935876","30768.5326316194","33774.8189466099","34889.1875401664","35927.9513281659","37101.2689319199","39718.2668032277","37768.8638958478","36633.2248267266","38215.7846451276","38347.7370017588","39996.0692879195",
"Israel","ISR","13414.022845092","13843.3500290926","14639.5751285533","15155.3699309145","16150.4531648558","18921.0661908899","19811.9586066424","20307.1223939306","20898.8297602953","21366.7946613206","23539.5212480483","23460.7826917528","23527.6956933025","22268.4701020892","23562.8612467146","23339.954073003","24906.96822537","26895.9741056785","27054.9275462768","27202.5432801847","28588.829697767","30159.0495553392","31487.1354332097","32760.4112142528",
"Italy","ITA","17650.4931988241","18505.3317735917","19072.2790335298","19347.8075129434","20180.605425751","21195.9682811291","21920.2052950828","22697.7321110113","23874.7777066322","24344.7124641435","25783.8123766541","27311.9167730123","26987.9909295443","27426.7554705431","27749.4988210846","28590.8977225554","30843.2634778446","32526.6658578472","33942.4780891236","33122.5827561602","33556.4625872825","34626.2116403589","34236.6143697889","34302.6271840858",
"Jamaica","JAM","4787.4314088395","5151.42232856545","5334.23845552327","5931.45356006033","6094.14405912084","6316.11915310336","6347.57139757393","6321.72927326309","6185.68187453996","6296.63244524783","6458.40794959981","6653.6867526626",,,,,"8227.22995602931","8533.44854440521","8607.46281528918","8261.87007355421","8209.22437961077","8484.58569882361","8669.86451899244","8889.71752400759",
"Jordan","JOR","4571.38580943071","4300.81534843387","4957.37120371151","5075.25867271912","5233.94588862868","5492.12129155911","5537.45497067538","5642.60404342662","5698.34908163829","5869.47974952917","6106.04232514973","6414.71787693319","6725.07054096832","6970.73683713204","7589.87830893171","8281.29033187047","9020.6045415133","9795.88624191697","10478.1975516338","10894.2217752332","11039.2663835758","11292.1743025681","11538.503682572","11781.6233151705",
"Japan","JPN","19249.082758329","20486.8412594555","21073.2715159126","21558.4021061045","22131.9430650731","22944.6913536898","23912.1676543734","24644.7043496382","24351.4074688911","24603.2291869095","25930.513176851","26560.4898815442","27241.1031233664","27944.3110788042","29378.2121619607","30441.3481307894","31817.7529269767","33374.3204657563","33589.328863799","31994.1870945244","33916.4717484372","34315.7983187918","35314.5479606539","36315.4508957567",
"Kazakhstan","KAZ","8244.75611528697","7534.65766185229","7303.09966808583","6834.20340803458","6189.39920950377","5902.92539663927","6132.97515642969","6444.98047958557","6502.38407314872","6838.14237632243","7701.99774424775","8957.27310442562","9985.80469098967","11095.2107465608","12407.1739881393","13922.9065665335","15719.3222813901","17372.7816565077","18075.0892555857","17953.1957407606","19223.5521962256","20772.0661241604","21881.6313411756","23205.6376685036",
"Kenya","KEN","1301.02640900874","1319.15394028851","1295.68816957906","1289.87997232829","1311.63916397142","1358.05399337195","1400.95256568881","1394.22356457879","1418.53883226619","1434.47320269172","1437.82112534286","1486.38581976398","1477.28217133256","1509.61472407004","1586.66180491776","1688.18348116344","1801.32263432373","1926.30869117731","1941.42328682647","1956.81332224558","2039.87896160283","2114.07629881281","2189.05189825865","2264.69984543833",
"Kyrgyz Republic","KGZ","2250.67983661692","2108.20172189021","1835.49764549553","1588.21310496958","1296.69630290942","1239.51167840475","1331.7095223317","1467.23842149757","1491.56687901023","1545.04362628338","1646.17459116634","1756.7518129748","1767.14213867363","1909.05382682115","2073.95968291485","2112.75824543922","2221.27056036353","2451.52755778705","2683.785764688","2749.11043353252","2736.42938636449","2920.6032099095","2919.99200255012","3212.15340238369",
"Cambodia","KHM",,,,"703.668339580156","757.516360123758","797.236155215561","830.934007800915","868.728819161631","899.303623537725","997.29949828735","1085.56151767467","1175.67748248528","1249.85537836084","1359.20207659054","1515.6664469114","1744.08749066369","1962.15494289247","2188.89047426564","2347.97976271564","2333.99738073052","2464.65411375365","2646.33555597866","2839.215563755","3041.84877463905",
"Kiribati","KIR","941.291223724767","913.844716957728","950.106629189714","993.525315641385","1050.91957947481","1048.0771027594","1115.94024136738","1179.78386862332","1302.15783416923","1300.64009807066","1431.82227613201","1449.14349326503","1453.38244225075","1514.42483433765","1577.05290685267","1597.28654994528","1546.78213027742","1680.71290229876","1734.17129830284","1709.93301886148","1696.05765357868","1749.77353809945","1802.49724043181","1855.37500483335",
"St. Kitts and Nevis","KNA","9234.04611011855","9537.58707043101","9992.37735167242","10787.1232068297","11435.043814116","11953.6052786938","12818.045041053","13763.3144647947","13911.3220228297","14664.5106990466","14896.3763621901","15803.117139035","16101.9855871965","15932.9178715839","16821.2919258461","18794.5006656798","19999.089474491","21054.072157216","22076.2578302961","20748.1012712413","20068.8444218953","20585.2128326295","20451.0627585391","20929.4940487465",
"Korea, Rep.","KOR","8619.39012101242","9674.87602755478","10357.8074663845","11161.5282271972","12274.9240556618","13513.418330657","14609.1615402771","15569.3213372352","14732.2107457339","16428.8466583594","18123.1671998251","19195.6018498012","20784.9456007245","21339.6776209642","22901.694271346","24219.7888647649","25820.0327559271","27909.9004461071","28718.0448259739","28480.8323085736","30422.951723897","31327.1269068439","31821.71376977","33139.5820334768",
"Kosovo","KSV",,,,,,,,,,,"3512.71117474088","4559.32144201521","4593.81086916616","4962.44966184551","5228.11285966102","5717.45602350161","6044.83965574953","6666.5339465585","7227.84167247223","7441.96506698208","7710.88620885438","8146.04212978627","8436.17781587733","8739.60345148295",
"Kuwait","KWT",,,,,,"64637.7416034816","66253.2579564887","66911.2129496795","66604.231397081","62836.9766012113","64181.8474800925","63647.6966560175","64366.7008572084","74544.8500249941","81736.7928962492","88820.6745557548","93503.6724668796","96262.0350756888","95093.7551343044","84424.7489139401","79475.9264602758","82474.8100794336","85659.5481463282",,
"Latin America & Caribbean (developing only)","LAC","5809.09285782336","6101.23915852761","6289.70650462663","6870.00514764985","7214.01336446675","7243.78693572505","7477.11165071785","7867.20408356601","7973.76971566588","8002.57774273878","8370.37237805785","8468.65373365597","8477.73801617283","8689.29134956157","9347.25421773524","10061.5351278457","10892.7138767491","11676.8475557696","12313.2300681804","12199.570069374","12931.8401170944","13704.4853894331","14074.8621443199","14509.5993644694",
"Lao PDR","LAO","1050.87469656356","1099.97856693435","1153.84712638143","1216.52248284372","1308.35509531359","1394.24854212466","1483.02864462239","1577.22741679903","1624.39192571738","1735.51809872719","1846.46525012603","1967.50014999321","2087.32680757813","2228.53982669505","2400.99505614479","2612.17588817347","2872.32545112355","3110.638402285","3349.46412922258","3553.86327649074","3825.61599778149","4133.14757814435","4464.88792504328","4812.00826134972",
"Lebanon","LBN","5009.84727580844","7025.39855787841","7324.29612932006","7804.86310745568","8395.40250559485","8953.74371427183","9468.28638240362","9343.93192536789","9717.71177627603","9679.13781378944","9788.16938535572","10029.4002836","10053.9704019502","10086.2228709926","10665.2455887986","10926.8528016975","11182.54181752","12376.8477395337","13614.4961973401","14915.7277639293","15949.7323805077","16431.1496059329","16923.6612587829","17169.6433264589",
"Liberia","LBR","325.509563164983","293.632772924628","198.549433465836","137.759811687444","109.376708540848","103.771372920858","112.120242149959","218.581030847985","264.976602348171","308.179771466829","375.605722419954","452.398758497183","591.662665995646","398.401393287875","381.037881890501","419.334315004199","458.372084479606","523.10425419689","565.345140534646","622.872709350143","675.266256149669","728.985871612204","796.065615058","877.780815000467",
"Libya","LBY",,,,,,,,,,"17554.6240599448","18318.3609004032","17651.0200054841","17418.6058493018","19771.9498319042","20882.7758521046","23316.0197226097","25038.8457611009","26794.9209305384","27899.525323013","28283.4536374125","29678.285178312","11358.3341836147","23434.7622358236","21397.2563158012",
"St. Lucia","LCA","5072.96980736212","5306.08019189566","5735.52003190405","5953.55177621513","6095.8071278112","6349.84478613416","6728.13870262648","6778.41261822952","7188.61109562844","7366.65269948157","7493.46384064013","7219.25727915397","7266.56448362763","7667.40097464306","8450.53881346027","8455.73418404223","9397.5980381415","9990.99475226909","10503.0821538402","10428.0422293766","10347.6010829509","10586.8409273897","10539.6828695278","10560.2879385193",
"Latin America & Caribbean (all income levels)","LCN","5893.4816621268","6193.67505556716","6404.294741304","6982.05030417988","7336.78292946389","7397.80917782664","7650.73282537649","8054.31589450049","8179.64865082016","8211.2022455527","8600.43402766063","8728.25900355507","8749.75675783282","8982.24429272767","9654.42399126115","10385.2508532359","11270.9457882455","12066.3064477221","12675.3128643831","12552.1152876308","13326.6677239711","14130.8470579992","14515.7464765934","14966.8862985098",
"Latin America and the Caribbean","LCR",,,,,,,,,,,,,,,,,,,,,,,,,
"Least developed countries: UN classification","LDC","774.492083082045","790.787795425073","793.757777026264","794.745396777042","807.638730933409","842.540714208519","881.873750546806","922.388024309505","946.773373591128","976.813959632627","1018.19869539448","1073.66695015656","1114.0743827755","1167.75092278769","1249.33377203369","1353.72255887165","1465.42961347535","1593.39008594434","1692.80225835947","1744.74160449374","1820.48269035295","1876.39738496181","1926.0150551548","2003.11675888624",
"Low income","LIC","722.720995408593","731.845757534812","716.14545511693","721.574772689816","734.025706927503","759.505797409906","791.432872361685","815.785677286151","833.981135611925","857.917525711263","886.092715932628","930.225635632868","949.6096606749","983.076588706743","1046.91160847866","1123.62131492925","1203.1221984256","1288.47483462121","1356.6535885394","1409.21414232217","1486.62742362069","1574.42395121064","1668.69377599397","1753.98690289521",
"Liechtenstein","LIE",,,,,,,,,,,,,,,,,,,,,,,,,
"Sri Lanka","LKA","2163.21324640799","2303.86093535918","2437.63381210088","2634.58280152295","2802.43542662432","2977.46960405632","3112.73252796163","3326.69328389509","3480.29064769925","3629.25032869282","3924.94278468293","4016.96202482034","4212.60494588703","4492.20038676545","4801.04377569214","5208.3037917637","5717.79023428997","6211.85630016362","6650.9566829647","6860.26699017924","7426.16421431377","8111.55414159744","9010.32328749987","9735.73825770562",
"Lower middle income","LMC","1872.52231407888","1922.1075036364","1977.50615895524","2034.85212372581","2104.55076186107","2214.98671991384","2345.43715825205","2434.44996956648","2438.58345450624","2549.82807271767","2674.44515910189","2804.94025915571","2909.08890866051","3106.31408919934","3395.98983085111","3687.11307764177","4022.0606402148","4381.38423845953","4599.92487689398","4803.01776749208","5149.40579484305","5451.41730598157","5707.45943737179","5998.56071427095",
"Low & middle income","LMY","2228.03848136983","2310.37312083906","2391.69257261526","2538.47066708822","2668.50454998537","2807.38750193318","2979.40328102276","3135.6822527689","3230.88153539092","3345.82102597395","3547.65383712408","3710.30343412989","3867.57545582503","4105.1895989711","4505.8824630401","4936.54570042899","5450.98641299373","6007.69279543341","6416.48764775162","6659.46314478982","7174.29121996838","7665.22553402705","8089.92075448934","8505.31139832848",
"Lesotho","LSO","846.471036024757","891.825466806481","959.21751726241","994.919314383629","1050.77153472064","1076.21012461146","1136.55759044213","1188.21765196848","1208.68377172402","1218.82889675663","1298.86833533158","1373.51467215202","1391.64468442363","1475.65832756503","1540.09607030475","1620.76436203566","1729.46504125801","1844.78568733064","1972.10763351774","2035.77476832543","2185.60517516076","2268.49453817628","2432.05012183479","2585.65080231069",
"Lithuania","LTU","9304.9209274523","9053.31889347076","7299.16224848804","6290.00613670873","5836.91318553441","6202.27315001937","6669.42766197594","7317.36250572934","8009.51678950681","8015.7324442751","8624.36203964972","9591.77805857718","10646.7615270847","12172.9743715626","13249.5126037235","14658.6095585604","16764.7499930355","19061.5416664401","20617.4712117665","18161.3817576873","19845.5764269604","22523.5043367546","23876.288811803","25416.7038829313",
"Luxembourg","LUX","30397.3258722023","33669.2851678916","34601.0353017445","36420.3275753064","38094.5207060032","38895.8973106394","40225.7235730999","40848.7893005627","43255.1101848127","49069.7199963126","53711.2034939321","53956.7285087561","57523.8692458783","60718.8009122158","64899.9384150135","68290.3082173778","78555.2066084585","84425.2546159903","84392.5996189479","79093.2264156424","84064.1424676684","88848.146385084","87749.0119382829","90789.6466182457",
"Latvia","LVA","7813.17110989303","7089.69251442575","4990.57114304612","4951.42148460892","5254.79104726582","5390.03114611272","5770.9471344806","6431.12863442308","6928.6754593635","7414.158655662","8066.66781821251","8994.36835050154","9988.91652713086","10799.0257441626","11983.3768309796","13399.8992062435","15476.7020800497","17723.3525286424","18827.9878520928","16926.631339907","17594.1122203121","19972.4716476731","21380.5974450215","23028.0507870576",
"Macao SAR, China","MAC","23955.9182420882","24991.2980668556","28323.4454842501","29931.5975758364","31334.5729195882","32490.1863299232","32400.5757016708","32313.8276994016","30657.3986492334","29875.4226121394","31812.8754455994","33013.6148977628","36006.4983284283","40746.4281734054","52209.9583039034","57295.904295889","65932.6554202376","75278.3804865252","77112.2318948343","76901.6401170775","96820.95368973","117187.626261337","127678.618502662","142564.375590854",
"St. Martin (French part)","MAF",,,,,,,,,,,,,,,,,,,,,,,,,
"Morocco","MAR","2648.15309593269","2871.90176230626","2769.95810206125","2760.31124820854","3061.09488206048","2874.14263993609","3235.0236712768","3170.62541954557","3402.7966697854","3424.55616903658","3514.98221988929","3823.33040009016","3968.22118304595","4259.79201591071","4541.98960091595","4780.94329690864","5260.35149717416","5494.42267365946","5857.49311905916","6117.82139581704","6341.15729155296","6697.60207237616","6896.90928145699","7200.41236848714",
"Mexico and Central America","MCA",,,,,,,,,,,,,,,,,,,,,,,,,
"Monaco","MCO",,,,,,,,,,,,,,,,,,,,,,,,,
"Moldova","MDA","4156.19572035974","3597.59277756744","2606.74978259553","2639.6063150994","1868.34344175491","1890.28648514155","1828.37690721264","1896.41512741676","1793.10676347455","1759.63902104645","1841.15411796583","2002.69443027602","2197.16168710959","2395.71678090618","2650.32956751138","2947.68753177673","3192.53601804059","3385.64373660633","3726.89443534597","3535.09617605394","3835.53373607611","4179.21480881512","4223.06743143357","4669.23442276151",
"Madagascar","MDG","1082.89240327421","1017.25662108656","1021.40805553422","1035.55550991902","1024.75697685237","1031.39661168451","1039.56405895327","1062.23261667569","1081.19431511362","1112.1922581333","1155.12905914537","1214.82019661523","1044.96042664084","1135.58074822538","1192.22612328886","1250.01527041782","1314.64902531007","1393.42800895755","1479.47043786738","1391.2963998694","1364.05851178997","1366.2756235842","1383.71856921116","1394.64816068263",
"Maldives","MDV",,,,,,,,,,,,"5338.27111875977","5650.79929374515","6468.50670557794","7349.78737193084","6809.42845121324","8247.93638473915","9196.20303829215","10331.7311625995","9850.22812653768","10475.4445137359","11158.0962336566","11284.1529946685","11653.8928266447",
"Middle East & North Africa (all income levels)","MEA","7010.06839220158","7518.22671068027","7888.69578744993","8042.83810277023","8259.42048027827","8498.50944521899","8913.58708111525","9208.20544276253","9445.4444141041","9599.51733545837","10146.5238465472","10434.3881253581","10655.1292538456","11071.9309548654","12107.0509727994","12905.4800321319","13893.976857072","14801.3069255947","15517.6710487463","15695.6093649102","16415.7872544071","16897.5737921436","17778.4590631844","17946.140369215",
"Mexico","MEX","5992.60986020644","6320.24398637378","6559.54047858603","8380.73477355185","8779.71434306585","7905.81678018367","8268.85893232078","8841.70814297968","9178.55806560435","9610.83265108301","10211.8830126191","10194.3812956617","10237.5537986329","10453.7485491376","11008.4247297799","11963.6392864181","13110.7089375046","13619.573047112","14272.7887875232","13953.6303342307","14726.4464252619","15886.7174631979","16177.9147797652","16463.392673388",
"Marshall Islands","MHL","1892.46730240371","1909.45572817821","2054.28038055595","2199.64572548692","2353.82404541115","2577.70365124195","2337.08301563733","2210.9474469322","2161.95406068123","2133.93479070782","2307.21576867495","2485.56092951556","2590.91621328225","2649.52360676208","2722.78689016181","2884.68434318926","3027.82692161942","3198.91197118334","3192.62516910128","3163.12812725282","3375.08615149086","3464.47369866515","3636.2598453277","3710.34862570951",
"Middle income","MIC","2436.06961214923","2530.18654419258","2626.45720362259","2794.93135624473","2944.03846904847","3101.91297472157","3296.94684985347","3475.2469789042","3584.92307386055","3716.7490297956","3947.95213883297","4132.9180779673","4315.43822661334","4589.03107012472","5046.96505120191","5538.68997271763","6127.89687545923","6766.57994445456","7237.92339244465","7520.43777239093","8116.1050027878","8684.36466365037","9176.47725712178","9660.44541339803",
"Macedonia, FYR","MKD","5286.73145058855","5138.01787063646","4939.08940305677","4712.21326716184","4752.28933376462","4801.83261190348","4926.93880647688","5041.34413567331","5243.47272485481","5465.19828459088","5824.76373682637","5702.48807433082","5885.47868455144","6274.42161615134","6839.54187898209","7676.82568869009","8566.17167721844","9255.24705176197","10487.059183183","11022.098256725","11367.4013267339","11700.9670613132","11557.8413666263","11802.3717546351",
"Mali","MLI","712.66576888073","732.955283630443","793.379814854169","775.084430894018","778.368033134527","822.402928210825","842.507491729352","891.645772419216","931.084810798256","981.217609697607","1007.03430008478","1121.7133359677","1151.38462475746","1223.87716179674","1245.69319085178","1321.74612015065","1433.12690008542","1486.15333012226","1540.65813456511","1571.36648862948","1631.59624286971","1657.99155402132","1630.67950505237","1641.4331017926",
"Malta","MLT","10918.0395780395","11867.8038494853","12583.5683030365","13333.1779990237","14259.9581260745","15376.5804213534","14653.6981865157","15569.5727432896","16279.6959871379","17029.1892632757","19063.8127861125","18267.0679275769","19328.918437554","19698.4606687967","19931.7116348799","21018.7174080699","22302.010064251","23599.6788492733","25462.1524071269","25933.9802346895","26674.4149659418","28789.0511305043","28844.5567465398","30213.0712370858",
